GLATOS_ARRAY,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,MOORING_DROP_DEAD_DATE,INTEND_LAT,INTEND_LONG,OTN_MISSION_ID,DEPLOY_DATE_TIME,GLATOS_DEPLOY_DATE_TIME,GLATOS_TIMEZONE,DEPLOY_LAT,DEPLOY_LONG,BOTTOM_DEPTH,RISER_LENGTH,INSTRUMENT_DEPTH,CHECWLK_COMPLETE_TIME,STATUS_IN,INS_MODEL_NO,GLATOS_INS_FREQUENCY,INS_SERIAL_NO,RCV_MODEM_ADDRESS,SYNC_DATE_TIME,MEMORY_ERASED_AT_DEPLOY,RCV_BATTERY_INSTALL_DATE,RCV_EXPECTED_BATTERY_LIFE,RCV_VOLTAGE_AT_DEPLOY,RCV_TILT_AFTER_DEPLOY,DEPLOYED_BY,COMMENTS,GLATOS_SEASONAL,GLATOS_PROJECT,GLATOS_VPS
EAB,W15-EB10,10,1,,,,,,2017-04-20 11:00,Eastern,44.14882,-76.60165,,,,,,VR2W,69,126983,,,,,15 months,,,"Rupnik, A",W15-EB10,No,ELOMA,No
EAB,W17-EB12,12,1,,,,,,2017-04-20 11:00,Eastern,44.09790,-76.50190,,,,,,VR2W,69,126980,,,,,15 months,,,"Rupnik, A",W17-EB12,Yes,ELOMA,No
ASG,W18-ASG1,1,1,,,,,,2017-04-20 11:00,Eastern,44.17883,-76.57083,,,,,,VR2W,69,126957,,,,,15 months,,,"Rupnik, A",W18-ASG1,Yes,ELOMA,No
ASG,W19-ASG2,2,1,,,,,,2017-04-20 11:00,Eastern,44.17937,-76.59482,,,,,,VR2W,69,126978,,,,,15 months,,,"Rupnik, A",W19-ASG2,No,ELOMA,No
ASG,W20-ASG3,3,1,,,,,,2017-04-20 11:00,Eastern,44.17690,-76.54678,,,,,,VR2W,69,126979,,,,,15 months,,,"Rupnik, A",W20-ASG3,No,ELOMA,No
EAB,W14-EB9,9,1,,,,,,2017-04-24 09:00,Eastern,44.09785,-76.60027,,,,,,VR2W,69,126965,,,,,15 months,,,"Rupnik, A",W14-EB9,No,ELOMA,No
EAB,W16-EB11,11,1,,,,,,2017-04-24 09:30,Eastern,44.04692,-76.50087,,,,,,VR2W,69,126974,,,,,15 months,,,"Rupnik, A",W16-EB11,No,ELOMA,No
EAB,W12-EB7,7,1,,,,,,2017-04-24 10:00,Eastern,43.99927,-76.60045,,,,,,VR2W,69,126985,,,,,15 months,,,"Rupnik, A",W12-EB7,No,ELOMA,No
EAB,W13-EB8,8,1,,,,,,2017-04-24 10:30,Eastern,44.04782,-76.60060,,,,,,VR2W,69,126986,,,,,15 months,,,"Rupnik, A",W13-EB8,No,ELOMA,No
EAB,W11-EB6,6,1,,,,,,2017-04-24 11:00,Eastern,44.09818,-76.70342,,,,,,VR2W,69,126998,,,,,11.5 months,,,"Rupnik, A",W11-EB6,No,ELOMA,No
MCL,,1,3,,,,,,2017-05-19 10:00,Eastern,44.06112,-77.58027,,,,,,VR2W,69,126999,,,,,10 months,,,Queen's,,Yes,ELOMA,No
TNT,,1,1,,,,,,2017-05-19 11:00,Eastern,44.09992,-77.57183,,,,,,VR2W,69,126990,,,,,10 months,,,"Rupnik, A",,No,ELOMA,No
CNW,,1,5,,,,,,2017-05-30 10:05,Eastern,44.06153,-76.94817,,,,,,VR2TX,69,481185,,,,,14 months,,,"Rupnik, A",,No,ELOMA,No
CNW,,2,5,,,,,,2017-05-30 10:15,Eastern,44.06397,-76.94947,,,,,,VR2TX,69,481186,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
CNW,,3,5,,,,,,2017-05-30 10:25,Eastern,44.06662,-76.95107,,,,,,VR2TX,69,481190,,,,,14 months,,,"Rupnik, A",,No,ELOMA,No
CNW,,4,5,,,,,,2017-05-30 10:35,Eastern,44.07017,-76.95338,,,,,,VR2TX,69,481189,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
GNR,,1,5,,,,,,2017-05-30 14:05,Eastern,44.04562,-77.06193,,,,,,VR2TX,69,481188,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
GNR,,2,5,,,,,,2017-05-30 14:15,Eastern,44.04880,-77.06050,,,,,,VR2TX,69,481187,,,,,14 months,,,"Rupnik, A",,No,ELOMA,No
LRH,,1,5,,,,,,2017-05-31 11:30,Eastern,44.14018,-77.06410,,,,,,VR2W,69,126996,,,,,8 months,,,"Rupnik, A",,No,ELOMA,No
HBY,,1,2,,,,,,2017-05-31 13:05,Eastern,44.09488,-77.06240,,,,,,VR2W,69,126964,,,,,6 months,,,"Rupnik, A",,No,ELOMA,No
DBG,,1,5,,,,,,2017-05-31 13:10,Eastern,44.17293,-77.08903,,,,,,VR2TX,69,481252,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
HBY,,2,2,,,,,,2017-05-31 13:20,Eastern,44.09967,-77.06338,,,,,,VR2W,69,126992,,,,,6 months,,,"Rupnik, A",,No,ELOMA,No
MPT,,1,6,,,,,,2017-06-01 10:00,Eastern,44.15065,-77.31497,,,,,,VR2W,69,126966,,,,,6 months,,,"Bonsall, A",,No,ELOMA,No
TNN,,2,5,,,,,,2017-06-01 10:25,Eastern,44.11258,-77.50025,,,,,,VR2W,69,126973,,,,,9.5 months,,,"Bonsall, A",,No,ELOMA,No
TNN,,1,4,,,,,,2017-06-01 10:30,Eastern,44.10920,-77.49805,,,,,,VR2W,69,126977,,,,,10 months,,,"Bonsall, A",,No,ELOMA,No
IAM,,1,5,,,,,,2017-06-02 00:05,Eastern,44.11663,-76.84450,,,,,,VR2TX,69,481253,,,,,14 months,,,"Rupnik, A",,No,ELOMA,No
IAM,,5,5,,,,,,2017-06-02 00:10,Eastern,44.12725,-76.81668,,,,,,VR2TX,69,481257,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
IAM,,2,5,,,,,,2017-06-02 00:15,Eastern,44.11967,-76.83588,,,,,,VR2TX,69,481254,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
IAM,,3,5,,,,,,2017-06-02 00:35,Eastern,44.12183,-76.82952,,,,,,VR2TX,69,481255,,,,,14 months,,,"Rupnik, A",,No,ELOMA,No
IAM,,4,5,,,,,,2017-06-02 00:55,Eastern,44.12485,-76.82150,,,,,,VR2TX,69,481256,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
PBM,,1,2,,,,,,2017-06-05 10:00,Eastern,44.03082,-77.68075,,,,,,VR2W,69,131935,,,,,15 months,,,OMNRF,,Yes,ELOMA,No
TGN,,1,5,,,,,,2017-06-08 12:04,Eastern,44.16413,-77.12428,,,,,,VR2W,69,126987,,,,,10 months,,,"Bonsall, A",,No,ELOMA,No
MDI,,1,4,,,,,,2017-06-27 10:00,Eastern,43.92436,-76.64972,,,,,,VR2W,69,126981,,,,,8 months,,,"Elliot, C",,No,ELOMA,No
MDI,,2,4,,,,,,2017-06-27 10:10,Eastern,43.91767,-76.64230,,,,,,VR2W,69,126975,,,,,10 months,,,"Elliot, C",,No,ELOMA,No
MDI,,3,4,,,,,,2017-06-27 10:20,Eastern,43.91650,-76.63067,,,,,,VR2W,69,126960,,,,,8 months,,,"Elliot, C",,No,ELOMA,No
MDI,,4,4,,,,,,2017-06-27 10:30,Eastern,43.91375,-76.61913,,,,,,VR2W,69,126989,,,,,10 months,,,"Elliot, C",,No,ELOMA,No
MDI,,5,4,,,,,,2017-06-27 10:40,Eastern,43.91073,-76.60740,,,,,,VR2W,69,126961,,,,,8 months,,,"Elliot, C",,No,ELOMA,No
MDI,,6,4,,,,,,2017-06-27 10:50,Eastern,43.91550,-76.59677,,,,,,VR2W,69,126956,,,,,8 months,,,"Elliot, C",,No,ELOMA,No
FDI,W5-FDI,1,2,,,,,,2017-10-23 11:00,Eastern,43.95292,-76.79683,,,,,,VR2W,69,126961,,,,,15 months,,,"Rupnik, A",W5-FDI,No,ELOMA,No
EAB,W6-EB1,1,2,,,,,,2017-10-23 12:00,Eastern,43.99892,-76.80220,,,,,,VR2W,69,126962,,,,,9 months,,,"Rupnik, A",W6-EB1,No,ELOMA,No
GRI,W4-GRI2,2,2,,,,,,2017-10-23 13:10,Eastern,44.01247,-76.92642,,,,,,VR2W,69,126956,,,,,15 months,,,"Rupnik, A",W4-GRI2,No,ELOMA,No
GRI,W3-GRI1,1,2,,,,,,2017-10-23 14:00,Eastern,43.99823,-76.90055,,,,,,VR2W,69,126967,,,,,10 months,,,"Rupnik, A",W3-GRI1,No,ELOMA,No
FPT,W1-FPT,1,2,,,,,,2017-10-23 15:00,Eastern,43.94743,-77.00173,,,,,,VR2W,69,126959,,,,,13 months,,,"Rupnik, A",W1-FPT,No,ELOMA,No
LRH,,1,6,,,,,,2017-10-24 00:11,Eastern,44.14018,-77.06410,,,,,,VR2W,69,126969,,,,,8.75 months,,,"Rupnik, A",,No,ELOMA,No
HBY,,1,3,,,,,,2017-10-24 08:50,Eastern,44.09488,-77.06240,,,,,,VR2W,69,126997,,,,,8.75 months,,,"Rupnik, A",,No,ELOMA,No
HBY,,2,3,,,,,,2017-10-24 09:10,Eastern,44.09967,-77.06338,,,,,,VR2W,69,126958,,,,,11 months,,,"Rupnik, A",,No,ELOMA,No
TGN,,1,6,,,,,,2017-10-24 10:10,Eastern,44.16413,-77.12428,,,,,,VR2W,69,126994,,,,,8.75 months,,,"Rupnik, A",,No,ELOMA,No
GNR,,1,6,,,,,,2017-10-24 13:35,Eastern,44.04562,-77.06193,,,,,,VR2W,69,126989,,,,,8 months,,,"Rupnik, A",,No,ELOMA,No
GNR,,2,6,,,,,,2017-10-24 13:45,Eastern,44.04880,-77.06050,,,,,,VR2W,69,126975,,,,,8 months,,,"Rupnik, A",,No,ELOMA,No
CNW,,1,6,,,,,,2017-10-25 10:15,Eastern,44.06153,-76.94810,,,,,,VR2W,69,126988,,,,,15 months,,,"Rupnik, A",,No,ELOMA,No
CNW,,2,6,,,,,,2017-10-25 10:25,Eastern,44.06397,-76.94945,,,,,,VR2W,69,126968,,,,,10 months,,,"Rupnik, A",,No,ELOMA,No
CNW,,3,6,,,,,,2017-10-25 10:35,Eastern,44.06660,-76.95100,,,,,,VR2W,69,126981,,,,,15 months,,,"Rupnik, A",,No,ELOMA,No
CNW,,4,6,,,,,,2017-10-25 10:45,Eastern,44.07018,-76.95337,,,,,,VR2W,69,126963,,,,,10 months,,,"Rupnik, A",,No,ELOMA,No
DBG,,1,6,,,,,,2017-10-25 13:00,Eastern,44.17297,-77.08913,,,,,,VR2W,69,126960,,,,,15 months,,,"Rupnik, A",,No,ELOMA,No
EAB,W8-EB3,3,2,,,,,,2017-10-26 11:00,Eastern,43.95015,-76.69918,,,,,,VR2Tx,69,481185,,,,,9 months,,,"Rupnik, A",W8-EB3,No,ELOMA,No
EAB,W7-EB2,2,2,,,,,,2017-10-26 14:00,Eastern,44.04907,-76.80321,,,,,,VR2Tx,69,481189,,,,,9 months,,,"Rupnik, A",W7-EB2,No,ELOMA,No
EAB,W12-EB7,7,2,,,,,,2017-10-26 14:10,Eastern,43.99928,-76.59877,,,,,,VR2W,69,126996,,,,,15 months,,,"Rupnik, A",W12-EB7,No,ELOMA,No
EAB,W9-EB4,4,2,,,,,,2017-10-26 14:15,Eastern,44.00005,-76.70060,,,,,,VR2Tx,69,481186,,,,,9 months,,,"Rupnik, A",W9-EB4,No,ELOMA,No
EAB,W11-EB6,6,2,,,,,,2017-10-26 15:00,Eastern,44.09817,-76.70345,,,,,,VR2W,69,126987,,,,,15 months,,,"Rupnik, A",W11-EB6,No,ELOMA,No
TNN,,1,5,,,,,,2017-11-01 10:25,Eastern,44.10915,-77.50029,,,,,,VR2W,69,126995,,,,,10 months,,,"Rupnik, A",,No,ELOMA,No
TNN,,2,6,,,,,,2017-11-01 10:35,Eastern,44.11260,-77.50030,,,,,,VR2W,69,126964,,,,,15 months,,,"Rupnik, A",,No,ELOMA,No
MAM,,1,6,,,,,,2017-11-03 09:05,Eastern,44.14563,-76.79847,,,,,,VR2W,69,126985,,,,,9 months,,,"Rupnik, A",,No,ELOMA,No
MAM,,2,6,,,,,,2017-11-03 09:15,Eastern,44.14963,-76.80167,,,,,,VR2W,69,126984,,,,,8.5 months,,,"Rupnik, A",,No,ELOMA,No
MAM,,3,6,,,,,,2017-11-03 09:25,Eastern,44.15495,-76.80288,,,,,,VR2Tx,69,481190,,,,,9 months,,,"Rupnik, A",,No,ELOMA,No
MAM,,4,6,,,,,,2017-11-03 09:35,Eastern,44.15867,-76.80473,,,,,,VR2W,69,126992,,,,,15 months,,,"Rupnik, A",,No,ELOMA,No
IAM,,1,6,,,,,,2017-11-03 10:05,Eastern,44.11662,-76.84447,,,,,,VR2Tx,69,481187,,,,,9 months,,,"Rupnik, A",,No,ELOMA,No
IAM,,2,6,,,,,,2017-11-03 10:25,Eastern,44.11967,-76.83588,,,,,,VR2Tx,69,481188,,,,,9 months,,,"Rupnik, A",,No,ELOMA,No
IAM,,3,6,,,,,,2017-11-03 10:40,Eastern,44.12180,-76.82948,,,,,,VR2W,69,126976,,,,,8.75 months,,,"Rupnik, A",,No,ELOMA,No
IAM,,4,6,,,,,,2017-11-03 10:50,Eastern,44.12485,-76.82145,,,,,,VR2Tx,69,481252,,,,,9 months,,,"Rupnik, A",,No,ELOMA,No
IAM,,5,6,,,,,,2017-11-03 11:00,Eastern,44.12718,-76.81670,,,,,,VR2W,69,131934,,,,,15 months,,,"Rupnik, A",,No,ELOMA,No
EAB,W14-EB9,9,2,,,,,,2017-11-07 11:00,Eastern,44.09787,-76.60027,,,,,,VR2Tx,69,481256,,,,,9 months,,,"Rupnik, A",W14-EB9,No,ELOMA,No
EAB,W16-EB11,11,2,,,,,,2017-11-07 11:00,Eastern,44.04692,-76.50087,,,,,,VR2Tx,69,481250,,,,,9 months,,,"Rupnik, A",W16-EB11,No,ELOMA,No
ASG,W19-ASG2,2,2,,,,,,2017-11-07 13:20,Eastern,44.17940,-76.59478,,,,,,VR2Tx,69,481255,,,,,9 months,,,"Rupnik, A",W19-ASG2,No,ELOMA,No
ASG,W20-ASG3,3,2,,,,,,2017-11-07 13:25,Eastern,44.17692,-76.54675,,,,,,VR2Tx,69,481251,,,,,9 months,,,"Rupnik, A",W20-ASG3,No,ELOMA,No
EAB,W10-EB5,5,2,,,,,,2017-11-07 13:30,Eastern,44.04845,-76.70175,,,,,,VR2Tx,69,481248,,,,,9 months,,,"Rupnik, A",W10-EB5,No,ELOMA,No
EAB,W15-EB10,10,2,,,,,,2017-11-07 13:35,Eastern,44.14882,-76.60163,,,,,,VR2Tx,69,481257,,,,,9 months,,,"Rupnik, A",W15-EB10,No,ELOMA,No
EAB,W13-EB8,8,2,,,,,,2017-11-07 14:25,Eastern,44.04787,-76.60072,,,,,,VR2Tx,69,481254,,,,,9 months,,,"Rupnik, A",W13-EB8,No,ELOMA,No
MPT,,1,7,,,,,,2017-11-08 12:30,Eastern,44.15152,-77.31045,,,,,,VR2Tx,69,481249,,,,,9 months,,,"Rupnik, A",,No,ELOMA,No
NPR,,1,1,,,,,,2018-03-26 08:00,Eastern,44.21738,-76.97323,,,,,,VR2Tx,69,481253,,,,,9 months,,,"Bonsall, A",,Yes,ELOMA,No
NPR,,2,1,,,,,,2018-03-26 08:00,Eastern,44.19902,-77.00732,,,,,,VR2W,69,126970,,,,,6 months,,,"Bonsall, A",,Yes,ELOMA,No
NPR,,3,1,,,,,,2018-03-26 08:00,Eastern,44.21587,-76.97657,,,,,,VR2W,69,126977,,,,,5 months,,,"Bonsall, A",,Yes,ELOMA,No
TNT,,1,2,,,,,,2018-03-29 08:00,Eastern,44.09992,-77.57183,,,,,,VR2W,69,126986,,,,,8.5 months,,,"Bonsall, A",,Yes,ELOMA,No
MCL,,1,4,,,,,,2018-04-05 08:00,Eastern,44.06105,-77.58023,,,,,,VR2W,69,126972,,,,,8.5 months,,,"Bonsall, A",,Yes,ELOMA,No
PBM,,1,3,,,,,,2018-04-05 08:00,Eastern,44.03078,-77.68077,,,,,,VR2W,69,126965,,,,,8.5 months,,,"Bonsall, A",,Yes,ELOMA,No
EAB,W17-EB12,12,2,,,,,,2018-04-13 00:00,Eastern,44.09790,-76.50202,,,,,,VR2W,69,126982,,,,,8.5 months,,,"Bonsall, A",W17-EB12,Yes,ELOMA,No
ASG,W18-ASG1,1,2,,,,,,2018-04-13 00:00,Eastern,44.17878,-76.57085,,,,,,VR2W,69,126978,,,,,8.5 months,,,"Bonsall, A",W18-ASG1,Yes,ELOMA,No
LPL,W21-LPL1,1,1,,,,,,2018-04-23 00:00,Eastern,43.91940,-76.88638,,,,,,VR2W,69,131935,,,,,9 months,,,"Bonsall, A",W21-LPL1,No,ELOMA,No
LPL,W22-LPL2,2,1,,,,,,2018-04-23 00:00,Eastern,43.91440,-76.87612,,,,,,VR2W,69,126979,,,,,8.5 months,,,"Bonsall, A",W22-LPL2,No,ELOMA,No
LPL,W23-LPL3,3,1,,,,,,2018-04-23 00:00,Eastern,43.91125,-76.86478,,,,,,VR2W,69,126957,,,,,8.5 months,,,"Bonsall, A",W23-LPL3,No,ELOMA,No
LPT,W2-LPT,1,2,,,,,,2018-04-23 00:00,Eastern,43.95063,-76.89930,,,,,,VR2W,69,126983,,,,,8.5 months,,,"Bonsall, A",W2-LPT,No,ELOMA,No
LIN,,1,2,,,,,,2018-04-27 00:00,Eastern,44.20305,-76.55603,,,,,,VR2W,69,126966,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
LIN,,2,2,,,,,,2018-04-27 00:00,Eastern,44.19630,-76.54733,,,,,,VR2W,69,126990,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
LIN,,3,2,,,,,,2018-04-27 00:00,Eastern,44.18750,-76.53335,,,,,,VR2W,69,126991,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
HOW,,1,2,,,,,,2018-04-27 00:00,Eastern,44.24163,-76.33552,,,,,,VR2W,69,126980,,,,,8.5 months,,,"Bonsall, A",,No,ELOMA,No
HOW,,2,2,,,,,,2018-04-27 00:00,Eastern,44.26413,-76.35027,,,,,,VR2W,69,126974,,,,,8.5 months,,,"Bonsall, A",,No,ELOMA,No
WOL,,1,2,,,,,,2018-04-27 00:00,Eastern,44.17435,-76.49433,,,,,,VR2W,69,126971,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
CNW,,1,7,,,,,,2018-05-28 10:45,Eastern,44.06155,-76.94815,,,,,,VR2W,69,126993,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
CNW,,2,7,,,,,,2018-05-28 11:15,Eastern,44.06402,-76.94948,,,,,,VR2W,69,126973,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
CNW,,3,7,,,,,,2018-05-28 11:30,Eastern,44.06665,-76.95110,,,,,,VR2Tx,69,482004,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
CNW,,4,7,,,,,,2018-05-28 11:50,Eastern,44.07018,-76.95340,,,,,,VR2W,69,126999,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
GNR,,1,7,,,,,,2018-05-28 12:35,Eastern,44.04562,-77.06193,,,,,,VR2Tx,69,482001,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
GNR,,2,7,,,,,,2018-05-28 13:10,Eastern,44.04877,-77.06053,,,,,,VR2W,69,126998,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
EAB,W12-EB7,7,3,,,,,,2018-05-29 11:05,Eastern,43.99925,-76.59890,,,,,,VR2W,69,126989,,,,,15 months,,,"Bonsall, A",W12-EB7,No,ELOMA,No
EAB,W16-EB11,11,3,,,,,,2018-05-29 11:45,Eastern,44.04687,-76.50090,,,,,,VR2W,69,126988,,,,,8 months,,,"Bonsall, A",W16-EB11,No,ELOMA,No
EAB,W13-EB8,8,3,,,,,,2018-05-29 12:10,Eastern,44.04782,-76.60072,,,,,,VR2W,69,126963,,,,,15 months,,,"Bonsall, A",W13-EB8,No,ELOMA,No
EAB,W14-EB9,9,3,,,,,,2018-05-29 13:00,Eastern,44.09778,-76.60032,,,,,,VR2W,69,126975,,,,,15 months,,,"Bonsall, A",W14-EB9,No,ELOMA,No
EAB,W15-EB10,10,3,,,,,,2018-05-29 13:25,Eastern,44.14880,-76.60160,,,,,,VR2W,69,126981,,,,,8 months,,,"Bonsall, A",W15-EB10,No,ELOMA,No
ASG,W19-ASG2,2,3,,,,,,2018-05-29 14:00,Eastern,44.17937,-76.59478,,,,,,VR2Tx,69,482005,,,,,14 months,,,"Bonsall, A",W19-ASG2,No,ELOMA,No
ASG,W20-ASG3,3,3,,,,,,2018-05-29 14:15,Eastern,44.17690,-76.54678,,,,,,VR2Tx,69,482003,,,,,14 months,,,"Bonsall, A",W20-ASG3,No,ELOMA,No
EAB,W7-EB2,2,3,,,,,,2018-05-30 10:00,Eastern,44.04937,-76.80135,,,,,,VR2Tx,69,481254,,,,,14 months,,,"Bonsall, A",W7-EB2,No,ELOMA,No
EAB,W11-EB6,6,3,,,,,,2018-05-30 10:13,Eastern,44.09818,-76.70340,,,,,,VR2Tx,69,481251,,,,,14 months,,,"Bonsall, A",W11-EB6,No,ELOMA,No
EAB,W10-EB5,5,3,,,,,,2018-05-30 11:14,Eastern,44.04847,-76.70177,,,,,,VR2W,69,126996,,,,,8 months,,,"Bonsall, A",W10-EB5,No,ELOMA,No
EAB,W9-EB4,4,3,,,,,,2018-05-30 11:58,Eastern,44.00003,-76.70060,,,,,,VR2Tx,69,481256,,,,,14 months,,,"Bonsall, A",W9-EB4,No,ELOMA,No
EAB,W8-EB3,3,3,,,,,,2018-05-30 13:05,Eastern,43.95007,-76.69948,,,,,,VR2Tx,69,481255,,,,,14 months,,,"Bonsall, A",W8-EB3,No,ELOMA,No
FDI,W5-FDI,1,3,,,,,,2018-05-30 13:35,Eastern,43.95300,-76.79687,,,,,,VR2Tx,69,481257,,,,,14 months,,,"Bonsall, A",W5-FDI,No,ELOMA,No
EAB,W6-EB1,1,3,,,,,,2018-05-30 13:57,Eastern,43.99907,-76.80248,,,,,,VR2Tx,69,481250,,,,,14 months,,,"Bonsall, A",W6-EB1,No,ELOMA,No
MPT,,1,8,,,,,,2018-05-31 10:25,Eastern,44.15147,-77.31048,,,,,,VR2Tx,69,481185,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
TNN,,1,6,,,,,,2018-05-31 10:58,Eastern,44.10920,-77.49803,,,,,,VR2Tx,69,481189,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
TNN,,2,7,,,,,,2018-05-31 11:11,Eastern,44.11262,-77.50018,,,,,,VR2Tx,69,481248,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
TNT,,1,3,,,,,,2018-05-31 11:32,Eastern,44.09992,-77.57183,,,,,,VR2Tx,69,481186,,,,,14 months,,,"Bonsall, A",,Yes,ELOMA,No
MAM,,4,7,,,,,,2018-06-01 09:50,Eastern,44.15867,-76.80427,,,,,,VR2W,69,126986,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
MAM,,3,7,,,,,,2018-06-01 10:30,Eastern,44.15492,-76.80288,,,,,,VR2W,69,126964,,,,,8 months,,,"Bonsall, A",,No,ELOMA,No
MAM,,2,7,,,,,,2018-06-01 10:55,Eastern,44.14955,-76.80163,,,,,,VR2W,69,126995,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
MAM,,1,7,,,,,,2018-06-01 11:10,Eastern,44.14568,-76.79850,,,,,,VR2Tx,69,481249,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
IAM,,5,7,,,,,,2018-06-01 11:40,Eastern,44.12717,-76.81675,,,,,,VR2W,69,126962,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
IAM,,4,7,,,,,,2018-06-01 11:50,Eastern,44.12477,-76.82137,,,,,,VR2W,69,126977,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
IAM,,3,7,,,,,,2018-06-01 12:25,Eastern,44.12178,-76.82943,,,,,,VR2W,69,126961,,,,,8 months,,,"Bonsall, A",,No,ELOMA,No
IAM,,2,7,,,,,,2018-06-01 12:40,Eastern,44.11965,-76.83592,,,,,,VR2W,69,126987,,,,,8 months,,,"Bonsall, A",,No,ELOMA,No
IAM,,1,7,,,,,,2018-06-01 12:55,Eastern,44.11663,-76.84448,,,,,,VR2W,69,126968,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
TGN,,1,7,,,,,,2018-06-04 10:45,Eastern,44.16413,-77.12430,,,,,,VR2W,69,126976,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
DBG,,1,7,,,,,,2018-06-04 11:10,Eastern,44.17297,-77.08905,,,,,,VR2W,69,126992,,,,,8 months,,,"Bonsall, A",,No,ELOMA,No
LRH,,1,7,,,,,,2018-06-04 11:32,Eastern,44.14018,-77.06402,,,,,,VR2Tx,69,481187,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
HBY,,2,4,,,,,,2018-06-04 12:10,Eastern,44.09965,-77.06342,,,,,,VR2W,69,126985,,,,,15 months,,,"Bonsall, A",,No,ELOMA,No
HBY,,1,4,,,,,,2018-06-04 12:20,Eastern,44.09485,-77.06233,,,,,,VR2Tx,69,481188,,,,,14 months,,,"Bonsall, A",,No,ELOMA,No
GRI,W4-GRI2,2,3,,,,,,2018-06-05 10:53,Eastern,44.01248,-76.92643,,,,,,VR2W,69,131934,,,,,8 months,,,"Bonsall, A",W4-GRI2,No,ELOMA,No
GRI,W3-GRI1,1,3,,,,,,2018-06-05 11:19,Eastern,43.99883,-76.90068,,,,,,VR2Tx,69,481190,,,,,14 months,,,"Bonsall, A",W3-GRI1,No,ELOMA,No
FPT,W1-FPT,1,3,,,,,,2018-06-05 11:44,Eastern,43.94760,-77.00170,,,,,,VR2W,69,126984,,,,,15 months,,,"Bonsall, A",W1-FPT,No,ELOMA,No
PBM,,1,4,,,,,,2018-06-06 10:20,Eastern,44.03078,-77.68073,,,,,,VR2W,69,126956,,,,,8 months,,,"Bonsall, A",,Yes,ELOMA,No
MCL,,1,5,,,,,,2018-06-06 11:20,Eastern,44.06107,-77.58025,,,,,,VR2W,69,126960,,,,,8 months,,,"Bonsall, A",,Yes,ELOMA,No
NPR,,1,2,,,,,,2018-06-06 13:31,Eastern,44.21735,-76.97327,,,,,,VR2W,69,126967,,,,,5 months,,,"Bonsall, A",,Yes,ELOMA,No
NPR,,2,2,,,,,,2018-06-06 14:00,Eastern,44.19907,-77.00728,,,,,,VR2W,69,126959,,,,,6 months,,,"Bonsall, A",,Yes,ELOMA,No
MDI,,1,5,,,,,,2018-06-08 00:00,Eastern,43.92437,-76.64972,,,,,,VR2Tx,69,481253,,,,,6 months,,,"Bonsall, A",,Yes,ELOMA,No
MDI,,2,5,,,,,,2018-06-08 00:00,Eastern,43.91767,-76.64232,,,,,,VR2W,69,126958,,,,,6 months,,,"Bonsall, A",,Yes,ELOMA,No
MDI,,3,5,,,,,,2018-06-08 00:00,Eastern,43.91650,-76.63067,,,,,,VR2W,69,126994,,,,,6 months,,,"Bonsall, A",,Yes,ELOMA,No
MDI,,4,5,,,,,,2018-06-08 00:00,Eastern,43.91375,-76.61913,,,,,,VR2W,69,126972,,,,,6.5 months,,,"Bonsall, A",,Yes,ELOMA,No
MDI,,5,5,,,,,,2018-06-08 00:00,Eastern,43.91073,-76.60740,,,,,,VR2W,69,126965,,,,,6.5 months,,,"Bonsall, A",,Yes,ELOMA,No
MDI,,6,5,,,,,,2018-06-08 00:00,Eastern,43.91550,-76.59677,,,,,,VR2Tx,69,481252,,,,,6 months,,,"Bonsall, A",,Yes,ELOMA,No
CPV,W24-CPV1,1,1,,,,,,2018-09-27 11:00,Eastern,44.12492,-76.35000,,,,,,VR2W,69,128975,,,,,15 months,,,"Fairbanks,A",W24-CPV1,No,ELOMA,No
