GLATOS_ARRAY,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,MOORING_DROP_DEAD_DATE,INTEND_LAT,INTEND_LONG,OTN_MISSION_ID,DEPLOY_DATE_TIME,GLATOS_DEPLOY_DATE_TIME,GLATOS_TIMEZONE,DEPLOY_LAT,DEPLOY_LONG,BOTTOM_DEPTH,RISER_LENGTH,INSTRUMENT_DEPTH,CHECWLK_COMPLETE_TIME,STATUS_IN,INS_MODEL_NO,GLATOS_INS_FREQUENCY,INS_SERIAL_NO,RCV_MODEM_ADDRESS,SYNC_DATE_TIME,MEMORY_ERASED_AT_DEPLOY,RCV_BATTERY_INSTALL_DATE,RCV_EXPECTED_BATTERY_LIFE,RCV_VOLTAGE_AT_DEPLOY,RCV_TILT_AFTER_DEPLOY,DEPLOYED_BY,COMMENTS,GLATOS_SEASONAL,GLATOS_PROJECT,GLATOS_VPS
EAB,W14-EB9,9,6,,,,,,2020-06-15 11:00,Eastern,44.09778,-76.60032,,,,,,VR2W,69,126990,,,,,,,,,,No,ELOMA,No
EAB,W15-EB10,10,7,,,,,,2020-06-15 11:00,Eastern,44.14880,-76.60160,,,,,,VR2Tx,69,481253,,,,,,,,,,No,ELOMA,No
EAB,W16-EB11,11,7,,,,,,2020-06-15 11:00,Eastern,44.04687,-76.50090,,,,,,VR2W,69,126999,,,,,,,,,,No,ELOMA,No
EAB,W17-EB12,12,6,,,,,,2020-06-15 11:00,Eastern,44.09737,-76.49053,,,,,,VR2W,69,128983,,,,,,,,,,No,ELOMA,No
ASG,W18-ASG1,1,5,,,,,,2020-06-15 11:00,Eastern,44.17992,-76.56762,,,,,,VR2Tx,69,482002,,,,,,,,,,No,ELOMA,No
ASG,W19-ASG2,2,7,,,,,,2020-06-15 11:00,Eastern,44.17937,-76.59478,,,,,,VR2W,69,126997,,,,,,,,,,No,ELOMA,No
ASG,W20-ASG3,3,7,,,,,,2020-06-15 11:00,Eastern,44.17690,-76.54678,,,,,,VR2W,69,126968,,,,,,,,,,No,ELOMA,No
EAB,W9-EB4,4,6,,,,,,2020-06-15 11:00,Eastern,44.00003,-76.70060,,,,,,VR2W,69,126995,,,,,,,,,,No,ELOMA,No
HOW,,1,5,,,,,,2020-06-15 11:00,Eastern,44.24163,-76.33552,,,,,,VR2W,69,126963,,,,,,,,,,No,ELOMA,No
FPT,W1-FPT,1,6,,,,,,2020-06-17 11:00,Eastern,43.94760,-77.00170,,,,,,VR2Tx,69,483748,,,,,,,,,,No,ELOMA,No
LPL,W21-LPL1,1,4,,,,,,2020-06-17 11:00,Eastern,43.91940,-76.88638,,,,,,VR2Tx,69,482004,,,,,,,,,,No,ELOMA,No
LPL,W22-LPL2,2,4,,,,,,2020-06-17 11:00,Eastern,43.91440,-76.87612,,,,,,VR2Tx,69,482001,,,,,,,,,,No,ELOMA,No
LPL,W23-LPL3,3,4,,,,,,2020-06-17 11:00,Eastern,43.91125,-76.86478,,,,,,VR2W,69,128975,,,,,,,,,,No,ELOMA,No
LPT,W2-LPT,1,5,,,,,,2020-06-17 11:00,Eastern,43.95063,-76.89930,,,,,,VR2Tx,69,481189,,,,,,,,,,No,ELOMA,No
GRI,W3-GRI1,1,6,,,,,,2020-06-17 11:00,Eastern,43.99883,-76.90068,,,,,,VR2W,69,128974,,,,,,,,,,No,ELOMA,No
GRI,W4-GRI2,2,6,,,,,,2020-06-17 11:00,Eastern,44.01248,-76.92643,,,,,,VR2Tx,69,481251,,,,,,,,,,No,ELOMA,No
FDI,W5-FDI,1,6,,,,,,2020-06-17 11:00,Eastern,43.95300,-76.79687,,,,,,VR2W,69,126960,,,,,,,,,,No,ELOMA,No
EAB,W6-EB1,1,7,,,,,,2020-06-17 11:00,Eastern,43.99907,-76.80248,,,,,,VR2Tx,69,481252,,,,,,,,,,No,ELOMA,No
EAB,W7-EB2,2,6,,,,,,2020-06-17 11:00,Eastern,44.04937,-76.80135,,,,,,VR2W,69,126993,,,,,,,,,,No,ELOMA,No
EAB,W8-EB3,3,6,,,,,,2020-06-17 11:00,Eastern,43.95007,-76.69948,,,,,,VR2W,69,129985,,,,,,,,,,No,ELOMA,No
IAM,,5,11,,,,,,2020-06-18 11:00,Eastern,44.12717,-76.81675,,,,,,VR2Tx,69,481185,,,,,,,,,,No,ELOMA,No
IAM,,4,10,,,,,,2020-06-18 11:00,Eastern,44.12477,-76.82137,,,,,,VR2Tx,69,481188,,,,,,,,,,No,ELOMA,No
IAM,,3,11,,,,,,2020-06-18 11:00,Eastern,44.12178,-76.82943,,,,,,VR2W,69,126977,,,,,,,,,,No,ELOMA,No
IAM,,2,11,,,,,,2020-06-18 11:00,Eastern,44.11965,-76.83592,,,,,,VR2W,69,129986,,,,,,,,,,No,ELOMA,No
MAM,,1,11,,,,,,2020-06-18 11:00,Eastern,44.14568,-76.79850,,,,,,VR2Tx,69,482005,,,,,,,,,,No,ELOMA,No
MAM,,2,10,,,,,,2020-06-18 11:00,Eastern,44.14955,-76.80163,,,,,,VR2W,69,126986,,,,,,,,,,No,ELOMA,No
MAM,,3,11,,,,,,2020-06-18 11:00,Eastern,44.15492,-76.80288,,,,,,VR2W,69,126973,,,,,,,,,,No,ELOMA,No
MAM,,4,11,,,,,,2020-06-18 11:00,Eastern,44.15867,-76.80427,,,,,,VR2W,69,126962,,,,,,,,,,No,ELOMA,No
TGN,,1,10,,,,,,2020-06-19 11:00,Eastern,44.16413,-77.12430,,,,,,VR2W,69,126958,,,,,,,,,,No,ELOMA,No
DBG,,1,10,,,,,,2020-06-19 11:00,Eastern,44.17297,-77.08905,,,,,,VR2W,69,126967,,,,,,,,,,No,ELOMA,No
LRH,,1,10,,,,,,2020-06-19 11:00,Eastern,44.14018,-77.06402,,,,,,VR2W,69,126987,,,,,,,,,,No,ELOMA,No
HBY,,1,7,,,,,,2020-06-19 11:00,Eastern,44.09485,-77.06233,,,,,,VR2W,69,126992,,,,,,,,,,No,ELOMA,No
HBY,,2,7,,,,,,2020-06-19 11:00,Eastern,44.09965,-77.06342,,,,,,VR2W,69,126972,,,,,,,,,,No,ELOMA,No
NPR,,2,5,,,,,,2020-06-19 11:00,Eastern,44.19902,-77.00732,,,,,,VR2W,69,126998,,,,,,,,,,No,ELOMA,No
NPR,,1,5,,,,,,2020-06-19 11:00,Eastern,44.21738,-76.97323,,,,,,VR2W,69,126994,,,,,,,,,,No,ELOMA,No
GNR,,1,10,,,,,,2020-06-25 11:00,Eastern,44.04562,-77.06193,,,,,,VR2W,69,126985,,,,,,,,,,No,ELOMA,No
GNR,,2,10,,,,,,2020-06-25 11:00,Eastern,44.04877,-77.06053,,,,,,VR2W,69,126981,,,,,,,,,,No,ELOMA,No
CNW,,4,11,,,,,,2020-06-25 11:00,Eastern,44.07018,-76.95340,,,,,,VR2W,69,131935,,,,,,,,,,No,ELOMA,No
CNW,,3,11,,,,,,2020-06-25 11:00,Eastern,44.06665,-76.95110,,,,,,VR2Tx,69,481256,,,,,,,,,,No,ELOMA,No
CNW,,2,11,,,,,,2020-06-25 11:00,Eastern,44.06402,-76.94948,,,,,,VR2Tx,69,481186,,,,,,,,,,No,ELOMA,No
CNW,,1,10,,,,,,2020-06-25 11:00,Eastern,44.06155,-76.94815,,,,,,VR2Tx,69,481250,,,,,,,,,,No,ELOMA,No
PBY,,1,4,,,,,,2020-07-09 11:00,Eastern,44.00692,-77.68596,,,,,,VR2W,69,126988,,,,,,,,,,No,ELOMA,No
TNT,,1,7,,,,,,2020-07-09 11:00,Eastern,44.09992,-77.57183,,,,,,VR2W,69,131934,,,,,,,,,,No,ELOMA,No
TRR,,1,3,,,,,,2020-07-09 11:00,Eastern,44.10812,-77.58181,,,,,,VR2W,69,126961,,,,,,,,,,No,ELOMA,No
TNN,,1,9,,,,,,2020-07-09 11:00,Eastern,44.10920,-77.49803,,,,,,VR2W,69,126979,,,,,,,,,,No,ELOMA,No
TNN,,2,10,,,,,,2020-07-09 11:00,Eastern,44.11262,-77.50018,,,,,,VR2W,69,126957,,,,,,,,,,No,ELOMA,No
MPT,,1,11,,,,,,2020-07-09 11:00,Eastern,44.15147,-77.31048,,,,,,VR2W,69,126965,,,,,,,,,,No,ELOMA,No
MOR,,1,3,,,,,,2020-07-17 11:00,Eastern,44.15860,-77.38483,,,,,,VR2W,69,126959,,,,,,,,,,No,ELOMA,No
CPV,W24-CPV1,1,3,,,,,,2020-07-24 11:00,Eastern,44.12492,-76.35000,,,,,,VR2W,69,128163,,,,,15 months,,,"Elliott, C",W24-CPV1,No,ELOMA,No
CPV,W25-CPV2,2,3,,,,,,2020-07-29 11:00,Eastern,44.13025,-76.35730,,,,,,VR2W,69,126975,,,,,15 months,,,"Elliott, C",W25-CPV2,No,ELOMA,No
LND,W26-LND1,1,3,,,,,,2020-07-29 11:00,Eastern,44.21253,-76.21327,,,,,,VR2Tx,69,481249,,,,,15 months,,,"Elliott, C",W26-LND1,No,ELOMA,No
LND,W27-LND2,2,3,,,,,,2020-07-29 11:00,Eastern,44.20428,-76.20950,,,,,,VR2W,69,126978,,,,,15 months,,,"Elliott, C",W27-LND2,No,ELOMA,No
IAM,,1,11,,,,,,2020-09-03 11:00,Eastern,44.11663,-76.84448,,,,,,VR2Tx,69,481248,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,1,1,,,,,,2020-09-03 18:00,Eastern,43.93872,-76.63553,,,,,,VR2Tx,69,483749,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,2,1,,,,,,2020-09-03 18:00,Eastern,43.93160,-76.59572,,,,,,VR2Tx,69,483750,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,7,1,,,,,,2020-09-03 18:00,Eastern,43.92273,-76.58327,,,,,,VR2Tx,69,483747,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,6,1,,,,,,2020-09-03 18:00,Eastern,43.91467,-76.59822,,,,,,VR2W,69,126984,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,5,1,,,,,,2020-09-03 18:00,Eastern,43.91668,-76.62755,,,,,,VR2Tx,69,481187,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,4,1,,,,,,2020-09-03 18:00,Eastern,43.92405,-76.64722,,,,,,VR2Tx,69,481255,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,3,1,,,,,,2020-09-03 18:00,Eastern,43.93173,-76.66337,,,,,,VR2Tx,69,481257,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,8,1,,,,,,2020-09-03 18:00,Eastern,43.92169,-76.69262,,,,,,VR2Tx,69,483746,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,9,1,,,,,,2020-09-03 18:00,Eastern,43.91678,-76.67042,,,,,,VR2Tx,69,483751,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,10,1,,,,,,2020-09-03 18:00,Eastern,43.90970,-76.65030,,,,,,VR2W,69,126996,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,11,1,,,,,,2020-09-03 18:00,Eastern,43.90193,-76.62740,,,,,,VR2W,69,126976,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,12,1,,,,,,2020-09-03 18:00,Eastern,43.90128,-76.60374,,,,,,VR2Tx,69,482003,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,16,1,,,,,,2020-09-03 18:00,Eastern,43.88663,-76.64188,,,,,,VR2W,69,126980,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,15,1,,,,,,2020-09-03 18:00,Eastern,43.89473,-76.66043,,,,,,VR2Tx,69,481254,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,14,1,,,,,,2020-09-03 18:00,Eastern,43.90293,-76.68107,,,,,,VR2Tx,69,482000,,,,,,,,"Elliott, C",,No,ELOMA,No
MDA,,2,2,,,,,,2020-10-19 18:00,Eastern,43.93160,-76.59572,,,,,,VR2Tx,69,482000,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,7,2,,,,,,2020-10-19 18:00,Eastern,43.92273,-76.58327,,,,,,VR2Tx,69,483750,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,13,1,,,,,,2020-10-19 18:00,Eastern,43.90803,-76.58350,,,,,,VR2W,69,136216,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,18,1,,,,,,2020-10-19 18:00,Eastern,43.88923,-76.59792,,,,,,VR2W,69,136220,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,17,1,,,,,,2020-10-19 18:00,Eastern,43.88657,-76.61592,,,,,,VR2W,69,136228,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,16,2,,,,,,2020-10-19 18:00,Eastern,43.88663,-76.64188,,,,,,VR2Tx,69,483747,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,15,2,,,,,,2020-10-19 18:00,Eastern,43.89473,-76.66043,,,,,,VR2W,69,126980,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,14,2,,,,,,2020-10-19 18:00,Eastern,43.90293,-76.68107,,,,,,VR2Tx,69,481254,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,1,2,,,,,,2020-10-22 18:00,Eastern,43.93872,-76.63553,,,,,,VR2Tx,69,481255,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,3,2,,,,,,2020-10-22 18:00,Eastern,43.93173,-76.66337,,,,,,VR2Tx,69,483749,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,8,2,,,,,,2020-10-22 18:00,Eastern,43.92169,-76.69262,,,,,,VR2Tx,69,481257,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,9,2,,,,,,2020-10-22 18:00,Eastern,43.91678,-76.67042,,,,,,VR2Tx,69,483746,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,10,2,,,,,,2020-10-22 18:00,Eastern,43.90970,-76.65030,,,,,,VR2Tx,69,483751,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,11,2,,,,,,2020-10-22 18:00,Eastern,43.90193,-76.62740,,,,,,VR2W,69,126996,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,12,2,,,,,,2020-10-22 18:00,Eastern,43.90128,-76.60374,,,,,,VR2W,69,126976,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,6,2,,,,,,2020-10-22 18:00,Eastern,43.91467,-76.59822,,,,,,VR2Tx,69,482003,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,5,2,,,,,,2020-10-22 18:00,Eastern,43.91668,-76.62755,,,,,,VR2W,69,126984,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,4,2,,,,,,2020-10-22 18:00,Eastern,43.92405,-76.64722,,,,,,VR2Tx,69,481187,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HOW,,2,7,,,,,,2021-05-31 11:00,Eastern,44.26413,-76.35027,,,,,,VR2Tx,69,486583,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,4,11,,,,,,2021-06-02 11:00,Eastern,44.12717,-76.81675,,,,,,VR2Tx,69,486580,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,3,12,,,,,,2021-06-02 11:00,Eastern,44.12338,-76.82541,,,,,,VR2Tx,69,486585,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,2,12,,,,,,2021-06-02 11:00,Eastern,44.12044,-76.83555,,,,,,VR2Tx,69,486584,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
IAM,,1,12,,,,,,2021-06-02 11:00,Eastern,44.11715,-76.84579,,,,,,VR2W,69,126973,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MAM,,1,12,,,,,,2021-06-02 11:00,Eastern,44.14568,-76.79850,,,,,,VR2Tx,69,486582,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MAM,,2,11,,,,,,2021-06-02 11:00,Eastern,44.15208,-76.80180,,,,,,VR2Tx,69,486579,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MAM,,3,12,,,,,,2021-06-02 11:00,Eastern,44.15867,-76.80427,,,,,,VR2Tx,69,481190,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
CNW,,2,12,,,,,,2021-06-02 11:00,Eastern,44.06322,-76.96356,,,,,,VR2W,69,129986,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
CNW,,1,11,,,,,,2021-06-02 11:00,Eastern,44.05830,-76.95671,,,,,,VR2Tx,69,486581,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W15-EB10,10,8,,,,,,2021-06-08 11:00,Eastern,44.14880,-76.60160,,,,,,VR2Tx,69,482005,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
ASG,W18-ASG1,1,6,,,,,,2021-06-08 11:00,Eastern,44.17992,-76.56762,,,,,,VR2Tx,69,481185,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
ASG,W19-ASG2,2,8,,,,,,2021-06-08 11:00,Eastern,44.17937,-76.59478,,,,,,VR2Tx,69,481188,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
ASG,W20-ASG3,3,8,,,,,,2021-06-08 11:00,Eastern,44.17690,-76.54678,,,,,,VR2Tx,69,481248,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
WOL,,1,6,,,,,,2021-06-08 11:00,Eastern,44.17435,-76.49433,,,,,,VR2W,69,126962,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LIN,,1,6,,,,,,2021-06-08 11:00,Eastern,44.20247,-76.55375,,,,,,VR2W,69,126986,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LIN,,2,6,,,,,,2021-06-08 11:00,Eastern,44.19458,-76.54165,,,,,,VR2W,69,126977,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LIN,,3,6,,,,,,2021-06-08 11:00,Eastern,44.18637,-76.53053,,,,,,VR2W,69,131935,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W12-EB7,7,7,,,,,,2021-06-09 11:00,Eastern,43.99925,-76.59890,,,,,,VR2Tx,69,481253,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W16-EB11,11,8,,,,,,2021-06-09 11:00,Eastern,44.04687,-76.50090,,,,,,VR2Tx,69,482002,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W17-EB12,12,7,,,,,,2021-06-09 11:00,Eastern,44.09737,-76.49053,,,,,,VR2Tx,69,481256,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FPT,W1-FPT,1,7,,,,,,2021-06-09 11:00,Eastern,43.94760,-77.00170,,,,,,VR2W,69,126970,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LPT,W2-LPT,1,6,,,,,,2021-06-09 11:00,Eastern,43.95063,-76.89930,,,,,,VR2W,69,126997,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
GRI,W3-GRI1,1,7,,,,,,2021-06-09 11:00,Eastern,43.99883,-76.90068,,,,,,VR2W,69,126974,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
GRI,W4-GRI2,2,7,,,,,,2021-06-09 11:00,Eastern,44.01248,-76.92643,,,,,,VR2W,69,126969,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
FDI,W5-FDI,1,7,,,,,,2021-06-09 11:00,Eastern,43.95300,-76.79687,,,,,,VR2W,69,126968,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W8-EB3,3,7,,,,,,2021-06-09 11:00,Eastern,43.95007,-76.69948,,,,,,VR2W,69,126964,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
PBY,,1,5,,,,,,2021-06-11 11:00,Eastern,44.00692,-77.68596,,,,,,VR2W,69,128974,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TNT,,1,8,,,,,,2021-06-11 11:00,Eastern,44.09992,-77.57183,,,,,,VR2W,69,128975,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TRR,,1,4,,,,,,2021-06-11 11:00,Eastern,44.10812,-77.58181,,,,,,VR2W,69,126999,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TNN,,1,10,,,,,,2021-06-11 11:00,Eastern,44.10920,-77.49803,,,,,,VR2W,69,128983,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TNN,,2,11,,,,,,2021-06-11 11:00,Eastern,44.11262,-77.50018,,,,,,VR2Tx,69,481189,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MPT,,1,12,,,,,,2021-06-11 11:00,Eastern,44.15147,-77.31048,,,,,,VR2Tx,69,483748,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MOR,,1,4,,,,,,2021-06-11 11:00,Eastern,44.15860,-77.38483,,,,,,VR2W,69,126956,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
TGN,,1,11,,,,,,2021-06-16 11:00,Eastern,44.16413,-77.12430,,,,,,VR2W,69,126959,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
DBG,,1,11,,,,,,2021-06-16 11:00,Eastern,44.17297,-77.08905,,,,,,VR2W,69,126965,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
LRH,,1,11,,,,,,2021-06-16 11:00,Eastern,44.14018,-77.06402,,,,,,VR2W,69,126961,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HBY,,1,8,,,,,,2021-06-16 11:00,Eastern,44.09485,-77.06233,,,,,,VR2W,69,126988,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HBY,,2,8,,,,,,2021-06-16 11:00,Eastern,44.09965,-77.06342,,,,,,VR2W,69,131934,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
NPR,,2,6,,,,,,2021-06-16 11:00,Eastern,44.19902,-77.00732,,,,,,VR2W,69,129985,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
NPR,,1,6,,,,,,2021-06-16 11:00,Eastern,44.21738,-76.97323,,,,,,VR2Tx,69,482004,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
GNR,,1,11,,,,,,2021-06-16 11:00,Eastern,44.04562,-77.06193,,,,,,VR2W,69,126957,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
GNR,,2,11,,,,,,2021-06-16 11:00,Eastern,44.04877,-77.06053,,,,,,VR2W,69,126979,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W11-EB6,6,7,,,,,,2021-07-09 11:00,Eastern,44.09818,-76.70340,,,,,,VR2W,69,126958,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W9-EB4,4,7,,,,,,2021-07-09 11:00,Eastern,44.00003,-76.70060,,,,,,VR2AR,69,550553,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W10-EB5,5,7,,,,,,2021-07-16 11:00,Eastern,44.04847,-76.70177,,,,,,VR2Tx,69,481186,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W13-EB8,8,7,,,,,,2021-07-16 11:00,Eastern,44.04782,-76.60072,,,,,,VR2W,69,126998,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W14-EB9,9,7,,,,,,2021-07-16 11:00,Eastern,44.09778,-76.60032,,,,,,VR2W,69,126960,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W6-EB1,1,8,,,,,,2021-07-16 11:00,Eastern,43.99907,-76.80248,,,,,,VR2Tx,69,482001,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
EAB,W7-EB2,2,7,,,,,,2021-07-16 11:00,Eastern,44.04937,-76.80135,,,,,,VR2Tx,69,481250,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
HOW,,1,6,,,,,,2021-07-23 11:00,Eastern,44.24163,-76.33552,,,,,,VR2Tx,69,481251,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
CPV,W24-CPV1,1,4,,,,,,2021-10-05 11:00,Eastern,44.13025,-76.35730,,,,,,VR2W,69,128773,,,,,15 months,,,"Elliott, C",W24-CPV1,No,ELOMA,No
CPV,W25-CPV2,2,4,,,,,,2021-09-29 11:00,Eastern,44.13025,-76.35730,,,,,,VR2W,69,126975,,,,,15 months,,,"Elliott, C",W25-CPV2,No,ELOMA,No
LND,W26-LND1,1,4,,,,,,2021-09-29 11:00,Eastern,44.21253,-76.21327,,,,,,VR2Tx,69,481249,,,,,15 months,,,"Elliott, C",W26-LND1,No,ELOMA,No
LND,W27-LND2,2,4,,,,,,2021-09-29 11:00,Eastern,44.20433,-76.20948,,,,,,VR2W,69,126978,,,,,15 months,,,"Elliott, C",W27-LND2,No,ELOMA,No
MDA,,7,3,,,,,,2021-10-06 11:00,Eastern,43.92273,-76.58327,,,,,,VR2W,69,126990,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,13,2,,,,,,2021-10-06 11:00,Eastern,43.90803,-76.58350,,,,,,VR2W,69,126995,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,3,3,,,,,,2021-10-06 11:00,Eastern,43.93173,-76.66337,,,,,,VR2W,69,126987,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,9,3,,,,,,2021-10-06 11:00,Eastern,43.91678,-76.67042,,,,,,VR2W,69,126963,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,10,3,,,,,,2021-10-06 11:00,Eastern,43.90970,-76.65030,,,,,,VR2W,69,126981,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,11,3,,,,,,2021-10-06 11:00,Eastern,43.90193,-76.62740,,,,,,VR2Tx,69,481252,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,12,3,,,,,,2021-10-06 11:00,Eastern,43.90128,-76.60374,,,,,,VR2W,69,126971,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,6,3,,,,,,2021-10-06 11:00,Eastern,43.91467,-76.59822,,,,,,VR2W,69,126991,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,5,3,,,,,,2021-10-06 11:00,Eastern,43.91668,-76.62755,,,,,,VR2W,69,126966,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,4,3,,,,,,2021-10-06 11:00,Eastern,43.92405,-76.64722,,,,,,VR2W,69,126993,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,2,3,,,,,,2021-10-07 11:00,Eastern,43.93160,-76.59572,,,,,,VR2W,69,126967,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,18,2,,,,,,2021-10-07 11:00,Eastern,43.88923,-76.59792,,,,,,VR2Tx,69,483750,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,17,2,,,,,,2021-10-07 11:00,Eastern,43.88657,-76.61592,,,,,,VR2W,69,126972,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,16,3,,,,,,2021-10-07 11:00,Eastern,43.88663,-76.64188,,,,,,VR2W,69,126985,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,15,3,,,,,,2021-10-07 11:00,Eastern,43.89473,-76.66043,,,,,,VR2W,69,126976,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,14,3,,,,,,2021-10-07 11:00,Eastern,43.90293,-76.68107,,,,,,VR2W,69,126994,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,1,3,,,,,,2021-10-07 11:00,Eastern,43.93872,-76.63553,,,,,,VR2W,69,126992,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
MDA,,8,3,,,,,,2021-10-07 11:00,Eastern,43.92169,-76.69262,,,,,,VR2Tx,69,483749,,,,,15 months,,,"Elliott, C",,No,ELOMA,No
